3.519E-6,2.053E-6,8.8E-7,2.053E-6,5.87E-7,1.466E-6,1.759E-6,5.86E-7,5.87E-7,2.346E-6,2.053E-6,2.346E-6,2.053E-6,2.346E-6,2.346E-6,2.053E-6,2.346E-6,2.346E-6,2.053E-6,1.173E-6,1.173E-6,1.173E-6,2.052E-6,2.053E-6,1.173E-6,1.173E-6,4.105E-6,2.053E-6,2.346E-6,8.79E-7,8.79E-7,8.79E-7,8.79E-7,8.8E-7,8.79E-7,1.173E-6,1.173E-6,2.052E-6,2.052E-6,2.346E-6,2.053E-6,8.8E-7,8.8E-7,2.053E-6,8.79E-7,2.053E-6,8.8E-7,2.346E-6,1.173E-6,2.346E-6,2.053E-6,8.8E-7,1.466E-6,2.346E-6,2.346E-6,2.346E-6,2.053E-6,1.173E-6,8.8E-7,2.053E-6,8.8E-7,1.173E-6,1.173E-6,8.8E-7,1.173E-6,1.467E-6,1.173E-6,1.173E-6,2.346E-6,2.053E-6,2.346E-6,2.346E-6,1.466E-6,1.173E-6,1.759E-6,8.8E-7,1.173E-6,1.173E-6,2.346E-6,2.052E-6,1.466E-6,1.173E-6,8.8E-7,2.346E-6,2.346E-6,1.467E-6,1.466E-6,1.173E-6,2.346E-6,1.173E-6,1.173E-6,1.467E-6,1.173E-6,1.173E-6,1.173E-6,1.467E-6,1.467E-6,2.346E-6,1.173E-6,1.466E-6,
3.812E-6,1.466E-6,1.1143E-5,1.466E-6,1.173E-6,1.173E-6,3.519E-6,1.467E-6,3.226E-6,3.226E-6,3.226E-6,2.932E-6,2.932E-6,3.226E-6,2.932E-6,2.932E-6,2.932E-6,3.226E-6,2.932E-6,3.225E-6,3.226E-6,2.639E-6,2.933E-6,2.933E-6,2.64E-6,2.933E-6,2.933E-6,8.797E-6,3.226E-6,1.173E-6,1.466E-6,1.466E-6,1.466E-6,1.467E-6,1.467E-6,1.466E-6,1.466E-6,1.173E-6,1.466E-6,1.173E-6,1.466E-6,1.172E-6,1.466E-6,1.466E-6,1.466E-6,1.467E-6,1.466E-6,1.467E-6,1.466E-6,1.173E-6,2.64E-6,1.173E-6,1.173E-6,1.173E-6,1.467E-6,1.173E-6,2.0234E-5,8.8E-7,1.173E-6,1.173E-6,1.173E-6,8.79E-7,2.93E-7,5.86E-7,8.8E-7,2.94E-7,5.86E-7,2.94E-7,5.87E-7,5.86E-7,5.86E-7,8.8E-7,5.87E-7,2.93E-7,1.173E-6,5.87E-7,5.86E-7,5.87E-7,1.173E-6,1.173E-6,1.173E-6,8.8E-7,5.87E-7,5.86E-7,5.86E-7,5.87E-7,5.86E-7,5.86E-7,5.86E-7,5.87E-7,5.86E-7,5.87E-7,5.86E-7,5.86E-7,1.173E-6,8.8E-7,8.79E-7,1.173E-6,1.173E-6,5.87E-7,
3.225E-6,5.87E-7,5.87E-7,1.466E-6,5.86E-7,5.86E-7,1.466E-6,5.86E-7,5.86E-7,5.87E-7,8.8E-7,5.86E-7,5.87E-7,1.467E-6,1.173E-6,1.173E-6,5.87E-7,8.8E-7,8.79E-7,5.86E-7,5.86E-7,1.466E-6,8.8E-7,5.86E-7,1.173E-6,8.8E-7,5.87E-7,8.79E-7,1.466E-6,1.466E-6,1.466E-6,8.8E-7,8.8E-7,5.87E-7,5.87E-7,8.8E-7,1.173E-6,5.87E-7,5.87E-7,8.79E-7,1.173E-6,5.87E-7,1.173E-6,5.86E-7,5.86E-7,5.86E-7,8.8E-7,1.466E-6,5.87E-7,5.87E-7,5.87E-7,8.8E-7,8.8E-7,8.8E-7,8.8E-7,5.87E-7,5.87E-7,8.8E-7,5.86E-7,5.86E-7,1.173E-6,5.87E-7,1.466E-6,8.8E-7,5.87E-7,8.79E-7,5.87E-7,8.8E-7,1.466E-6,1.173E-6,1.466E-6,5.86E-7,1.466E-6,8.8E-7,1.466E-6,1.173E-6,1.466E-6,5.86E-7,8.8E-7,5.86E-7,1.466E-6,1.173E-6,1.466E-6,5.86E-7,8.8E-7,5.87E-7,5.87E-7,5.86E-7,5.86E-7,1.173E-6,1.466E-6,2.93E-7,8.8E-7,1.466E-6,1.467E-6,5.86E-7,5.86E-7,8.79E-7,5.87E-7,8.79E-7,
8.211E-6,8.8E-7,8.79E-7,8.79E-7,5.86E-7,8.8E-7,8.8E-7,2.053E-6,5.86E-7,8.79E-7,5.86E-7,1.759E-6,8.8E-7,5.86E-7,8.79E-7,8.8E-7,4.986E-6,8.8E-7,8.8E-7,8.8E-7,1.76E-6,8.79E-7,8.8E-7,8.79E-7,8.79E-7,8.8E-7,5.87E-7,1.759E-6,8.8E-7,8.79E-7,8.8E-7,8.8E-7,8.8E-7,8.79E-7,8.8E-7,8.8E-7,8.8E-7,8.79E-7,8.8E-7,8.79E-7,8.8E-7,8.8E-7,5.87E-7,8.8E-7,8.8E-7,8.8E-7,8.8E-7,8.8E-7,8.8E-7,8.8E-7,8.8E-7,8.79E-7,8.8E-7,8.8E-7,1.76E-6,8.79E-7,5.86E-7,8.79E-7,5.87E-7,5.87E-7,8.8E-7,8.8E-7,5.86E-7,8.8E-7,5.86E-7,1.759E-6,5.87E-7,8.8E-7,1.76E-6,1.759E-6,5.86E-7,1.76E-6,1.76E-6,5.86E-7,8.8E-7,8.8E-7,8.8E-7,5.86E-7,5.86E-7,5.87E-7,8.8E-7,1.759E-6,8.79E-7,5.87E-7,8.8E-7,8.8E-7,8.8E-7,8.8E-7,5.86E-7,8.79E-7,8.79E-7,8.8E-7,1.467E-6,8.79E-7,2.932E-6,8.79E-7,8.8E-7,8.8E-7,8.8E-7,8.8E-7,
2.9618E-5,1.173E-6,1.173E-6,2.346E-6,1.467E-6,1.173E-6,2.346E-6,2.639E-6,1.173E-6,1.173E-6,1.173E-6,1.173E-6,1.466E-6,1.467E-6,1.173E-6,1.173E-6,1.173E-6,1.466E-6,2.4926E-5,2.346E-6,1.173E-6,1.466E-6,2.346E-6,1.173E-6,2.639E-6,1.173E-6,7.037E-6,1.466E-6,1.466E-6,1.466E-6,1.466E-6,1.467E-6,1.466E-6,2.346E-6,2.346E-6,1.466E-6,3.226E-6,1.467E-6,1.466E-6,1.467E-6,1.466E-6,1.467E-6,1.173E-6,1.466E-6,1.467E-6,1.173E-6,1.173E-6,1.173E-6,1.173E-6,1.173E-6,1.173E-6,2.346E-6,1.173E-6,2.639E-6,2.053E-6,2.346E-6,2.346E-6,2.053E-6,2.346E-6,2.346E-6,2.346E-6,2.346E-6,8.8E-7,8.79E-7,2.346E-6,2.052E-6,2.64E-6,2.639E-6,2.639E-6,1.0264E-5,2.346E-6,2.639E-6,2.346E-6,1.173E-6,8.8E-7,1.173E-6,2.932E-6,2.346E-6,2.639E-6,1.466E-6,1.466E-6,1.759E-6,1.466E-6,1.759E-6,1.76E-6,2.346E-6,1.759E-6,1.466E-6,1.466E-6,2.639E-6,2.639E-6,2.639E-6,2.346E-6,2.64E-6,2.639E-6,2.639E-6,2.639E-6,2.639E-6,2.639E-6,2.346E-6,
1.92078E-4,1.76E-6,4.105E-6,1.7008E-5,2.639E-6,3.812E-6,3.812E-6,3.813E-6,3.812E-6,3.812E-6,3.812E-6,3.812E-6,3.812E-6,3.812E-6,3.813E-6,3.812E-6,3.812E-6,4.106E-6,3.813E-6,3.812E-6,3.812E-6,3.812E-6,4.106E-6,3.812E-6,3.812E-6,4.105E-6,2.346E-6,2.639E-6,3.813E-6,2.1407E-5,3.813E-6,3.813E-6,3.812E-6,3.813E-6,3.812E-6,3.812E-6,3.812E-6,3.812E-6,1.759E-6,2.639E-6,4.106E-6,5.572E-6,2.346E-6,3.812E-6,2.932E-6,2.64E-6,2.639E-6,2.639E-6,2.639E-6,2.346E-6,2.639E-6,2.053E-6,2.639E-6,4.105E-6,5.7476E-5,3.812E-6,2.346E-6,1.173E-6,1.466E-6,1.173E-6,1.173E-6,1.173E-6,8.8E-7,1.173E-6,1.173E-6,1.466E-6,1.466E-6,1.173E-6,1.467E-6,1.173E-6,1.173E-6,1.173E-6,1.76E-6,1.466E-6,1.467E-6,1.466E-6,1.466E-6,1.466E-6,1.467E-6,1.76E-6,1.173E-6,5.86E-7,1.173E-6,8.8E-7,5.87E-7,1.76E-6,1.76E-6,1.76E-6,1.466E-6,1.76E-6,1.76E-6,1.759E-6,1.173E-6,1.759E-6,1.173E-6,1.173E-6,1.466E-6,1.173E-6,1.173E-6,1.173E-6,
5.8943E-5,1.173E-6,1.466E-6,1.466E-6,2.346E-6,1.466E-6,2.933E-6,1.467E-6,2.053E-6,1.467E-6,1.173E-6,1.466E-6,2.346E-6,1.173E-6,1.466E-6,1.173E-6,1.466E-6,1.466E-6,1.173E-6,1.466E-6,1.173E-6,1.173E-6,1.173E-6,1.466E-6,1.173E-6,1.173E-6,1.173E-6,2.052E-6,1.173E-6,1.173E-6,1.173E-6,1.173E-6,1.173E-6,8.8E-7,2.346E-6,1.173E-6,1.173E-6,1.466E-6,1.173E-6,2.346E-6,8.8E-7,2.346E-6,1.173E-6,1.467E-6,1.173E-6,1.466E-6,2.639E-6,2.346E-6,2.346E-6,2.052E-6,2.346E-6,2.346E-6,2.932E-6,2.346E-6,2.346E-6,1.759E-6,1.759E-6,2.053E-6,1.759E-6,2.346E-6,2.346E-6,2.346E-6,2.052E-6,2.053E-6,2.346E-6,2.053E-6,1.466E-6,1.173E-6,2.346E-6,2.346E-6,2.346E-6,2.053E-6,2.346E-6,2.346E-6,2.346E-6,2.053E-6,2.346E-6,2.346E-6,2.346E-6,1.76E-6,2.053E-6,2.346E-6,2.346E-6,1.759E-6,2.052E-6,2.346E-6,2.346E-6,1.759E-6,2.346E-6,2.346E-6,2.053E-6,2.346E-6,2.346E-6,2.346E-6,2.346E-6,1.759E-6,2.346E-6,2.639E-6,2.346E-6,2.052E-6,
3.258E-4,3.812E-6,3.813E-6,1.759E-6,3.519E-6,3.813E-6,3.519E-6,3.519E-6,2.346E-6,3.812E-6,2.346E-6,3.812E-6,2.64E-6,2.639E-6,2.64E-6,4.985E-6,3.519E-6,3.519E-6,3.519E-6,3.812E-6,2.933E-6,2.639E-6,2.639E-6,2.64E-6,2.639E-6,3.812E-6,2.639E-6,2.639E-6,3.813E-6,2.639E-6,3.813E-6,3.813E-6,3.812E-6,2.639E-6,3.519E-6,3.812E-6,3.812E-6,3.519E-6,2.639E-6,3.812E-6,2.639E-6,2.346E-6,3.812E-6,2.346E-6,3.812E-6,3.812E-6,2.346E-6,2.346E-6,2.346E-6,2.346E-6,2.346E-6,2.346E-6,2.052E-6,4.985E-6,2.346E-6,3.519E-6,2.053E-6,2.053E-6,2.053E-6,2.053E-6,2.053E-6,1.76E-6,4.692E-6,2.639E-6,2.053E-6,1.76E-6,1.467E-6,1.467E-6,1.466E-6,1.466E-6,1.466E-6,3.519E-6,1.466E-6,1.466E-6,2.346E-6,2.053E-6,2.052E-6,3.226E-6,3.813E-6,2.346E-6,2.053E-6,3.518E-6,2.053E-6,1.76E-6,2.346E-6,3.813E-6,3.226E-6,2.053E-6,3.519E-6,2.346E-6,2.346E-6,3.812E-6,2.346E-6,4.399E-6,3.519E-6,3.519E-6,3.519E-6,3.519E-6,3.519E-6,3.226E-6,
0.002152445,5.571E-6,5.572E-6,5.571E-6,5.572E-6,5.572E-6,5.572E-6,5.572E-6,5.865E-6,7.918E-6,5.865E-6,2.933E-6,5.572E-6,5.572E-6,5.865E-6,5.865E-6,5.865E-6,5.865E-6,5.865E-6,5.571E-6,4.399E-6,5.865E-6,5.572E-6,5.571E-6,5.571E-6,4.986E-6,5.865E-6,4.105E-6,4.399E-6,4.399E-6,5.865E-6,5.865E-6,5.865E-6,5.865E-6,5.865E-6,5.865E-6,5.572E-6,5.865E-6,2.64E-6,3.519E-6,3.519E-6,3.519E-6,5.572E-6,2.346E-6,2.639E-6,2.346E-6,3.226E-6,2.64E-6,3.519E-6,3.519E-6,3.519E-6,3.226E-6,2.639E-6,2.639E-6,5.571E-6,3.519E-6,5.865E-6,7.624E-6,2.639E-6,3.226E-6,5.572E-6,5.865E-6,3.519E-6,4.398E-6,2.639E-6,3.226E-6,3.226E-6,3.226E-6,5.865E-6,3.519E-6,3.519E-6,3.519E-6,3.519E-6,7.331E-6,2.64E-6,3.226E-6,3.226E-6,2.639E-6,3.519E-6,3.226E-6,5.571E-6,3.519E-6,3.519E-6,5.572E-6,5.572E-6,7.917E-6,4.105E-6,5.865E-6,5.865E-6,5.572E-6,3.225E-6,2.933E-6,5.572E-6,5.572E-6,3.226E-6,2.932E-6,3.226E-6,3.519E-6,3.226E-6,5.865E-6,
0.004118091,6.158E-6,1.4369E-5,6.451E-6,6.158E-6,6.158E-6,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,8.211E-6,4.692E-6,1.0557E-5,1.0557E-5,7.917E-6,1.0557E-5,7.918E-6,7.918E-6,7.918E-6,7.918E-6,7.918E-6,7.917E-6,4.985E-6,5.279E-6,4.986E-6,5.279E-6,4.985E-6,4.986E-6,7.918E-6,7.624E-6,5.279E-6,4.986E-6,4.985E-6,7.917E-6,7.624E-6,5.278E-6,5.278E-6,4.986E-6,5.279E-6,5.279E-6,7.917E-6,7.918E-6,8.211E-6,8.211E-6,7.918E-6,7.918E-6,7.918E-6,8.211E-6,7.917E-6,1.0557E-5,1.0263E-5,1.0557E-5,1.0557E-5,1.0264E-5,1.0557E-5,1.0264E-5,1.0557E-5,1.0557E-5,1.0263E-5,1.0557E-5,1.0264E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,1.0557E-5,5.279E-6,6.451E-6,8.211E-6,1.0557E-5,1.0557E-5,1.0557E-5,1.0264E-5,1.0557E-5,1.0556E-5,8.211E-6,1.0557E-5,5.571E-6,1.0264E-5,5.572E-6,8.211E-6,1.0264E-5,1.0264E-5,1.0264E-5,1.0264E-5,1.0264E-5,1.0263E-5,1.0264E-5,1.0263E-5,9.97E-6,1.0557E-5,
